danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity
0.83,0.0703,5,-22.222,0,0.109,0.13,0.579,0.0816,0.584,156.02,audio_features,4db1sFeaFrSCtPYzKtwabD,spotify:track:4db1sFeaFrSCtPYzKtwabD,https://api.spotify.com/v1/tracks/4db1sFeaFrSCtPYzKtwabD,https://api.spotify.com/v1/audio-analysis/4db1sFeaFrSCtPYzKtwabD,139538,4,45
0.663,0.231,7,-13.2,1,0.0335,0.965,0.938,0.109,0.111,69.932,audio_features,19E1JLs1HA9og77YVVLenA,spotify:track:19E1JLs1HA9og77YVVLenA,https://api.spotify.com/v1/tracks/19E1JLs1HA9og77YVVLenA,https://api.spotify.com/v1/audio-analysis/19E1JLs1HA9og77YVVLenA,109714,4,44
0.453,0.305,0,-14.073,1,0.0805,0.905,0.924,0.104,0.141,172.625,audio_features,2nG9Kq8al1Y8CwuikqWXut,spotify:track:2nG9Kq8al1Y8CwuikqWXut,https://api.spotify.com/v1/tracks/2nG9Kq8al1Y8CwuikqWXut,https://api.spotify.com/v1/audio-analysis/2nG9Kq8al1Y8CwuikqWXut,126393,5,46
0.714,0.0622,0,-22.783,0,0.0736,0.75,0.914,0.137,0.236,79.995,audio_features,00d0LL4djhlYxtx1GzwpRz,spotify:track:00d0LL4djhlYxtx1GzwpRz,https://api.spotify.com/v1/tracks/00d0LL4djhlYxtx1GzwpRz,https://api.spotify.com/v1/audio-analysis/00d0LL4djhlYxtx1GzwpRz,123000,1,43
0.361,0.177,11,-22.788,1,0.0383,0.956,0.906,0.126,0.137,59.911,audio_features,5mysc5FXOTidy1a4vAnH2S,spotify:track:5mysc5FXOTidy1a4vAnH2S,https://api.spotify.com/v1/tracks/5mysc5FXOTidy1a4vAnH2S,https://api.spotify.com/v1/audio-analysis/5mysc5FXOTidy1a4vAnH2S,120250,4,43
0.528,0.201,5,-20.009,1,0.0594,0.934,0.912,0.0949,0.147,129.945,audio_features,1l52MnASg7swhbLFtBhVJb,spotify:track:1l52MnASg7swhbLFtBhVJb,https://api.spotify.com/v1/tracks/1l52MnASg7swhbLFtBhVJb,https://api.spotify.com/v1/audio-analysis/1l52MnASg7swhbLFtBhVJb,115339,4,43
0.448,0.132,10,-17.6,0,0.0952,0.969,0.928,0.101,0.107,78.704,audio_features,3zF7rEUNOekwcFdspyZ2by,spotify:track:3zF7rEUNOekwcFdspyZ2by,https://api.spotify.com/v1/tracks/3zF7rEUNOekwcFdspyZ2by,https://api.spotify.com/v1/audio-analysis/3zF7rEUNOekwcFdspyZ2by,96000,4,43
0.769,0.274,2,-12.966,0,0.153,0.81,0.556,0.0913,0.561,80.049,audio_features,0GiOQXevZc3V8AgFxzp2YJ,spotify:track:0GiOQXevZc3V8AgFxzp2YJ,https://api.spotify.com/v1/tracks/0GiOQXevZc3V8AgFxzp2YJ,https://api.spotify.com/v1/audio-analysis/0GiOQXevZc3V8AgFxzp2YJ,135000,4,44
0.758,0.162,9,-18.273,1,0.0817,0.971,0.93,0.0873,0.758,131.952,audio_features,4gvMukwB7duTnNiZCEojuc,spotify:track:4gvMukwB7duTnNiZCEojuc,https://api.spotify.com/v1/tracks/4gvMukwB7duTnNiZCEojuc,https://api.spotify.com/v1/audio-analysis/4gvMukwB7duTnNiZCEojuc,158273,4,43
0.622,0.117,7,-21.892,1,0.0879,0.804,0.801,0.091,0.0582,171.941,audio_features,4kbjW7PdqSvKwKhe9NBVuD,spotify:track:4kbjW7PdqSvKwKhe9NBVuD,https://api.spotify.com/v1/tracks/4kbjW7PdqSvKwKhe9NBVuD,https://api.spotify.com/v1/audio-analysis/4kbjW7PdqSvKwKhe9NBVuD,134651,4,54
0.612,0.211,2,-14.876,0,0.0403,0.87,0.913,0.106,0.247,77.93,audio_features,15unfwTKE0nDxZw6ku6X1k,spotify:track:15unfwTKE0nDxZw6ku6X1k,https://api.spotify.com/v1/tracks/15unfwTKE0nDxZw6ku6X1k,https://api.spotify.com/v1/audio-analysis/15unfwTKE0nDxZw6ku6X1k,123077,4,51
0.617,0.149,11,-21.752,1,0.0378,0.961,0.942,0.104,0.331,133.895,audio_features,6BInjkeYCIvWZNZPynJgmS,spotify:track:6BInjkeYCIvWZNZPynJgmS,https://api.spotify.com/v1/tracks/6BInjkeYCIvWZNZPynJgmS,https://api.spotify.com/v1/audio-analysis/6BInjkeYCIvWZNZPynJgmS,114240,4,43
0.594,0.213,6,-17.924,0,0.0581,0.945,0.907,0.125,0.138,144.167,audio_features,6NC6GH3zmJN9shNBMkvwNg,spotify:track:6NC6GH3zmJN9shNBMkvwNg,https://api.spotify.com/v1/tracks/6NC6GH3zmJN9shNBMkvwNg,https://api.spotify.com/v1/audio-analysis/6NC6GH3zmJN9shNBMkvwNg,120417,4,43
0.77,0.0387,0,-24.976,0,0.0819,0.969,0.747,0.265,0.441,89.963,audio_features,7ywoimEb7KMv7gmLQ2xo7O,spotify:track:7ywoimEb7KMv7gmLQ2xo7O,https://api.spotify.com/v1/tracks/7ywoimEb7KMv7gmLQ2xo7O,https://api.spotify.com/v1/audio-analysis/7ywoimEb7KMv7gmLQ2xo7O,141333,4,42
0.566,0.216,9,-16.441,0,0.064,0.911,0.962,0.0994,0.0538,160.211,audio_features,4glCiMR5agMNxQGZdhdZfw,spotify:track:4glCiMR5agMNxQGZdhdZfw,https://api.spotify.com/v1/tracks/4glCiMR5agMNxQGZdhdZfw,https://api.spotify.com/v1/audio-analysis/4glCiMR5agMNxQGZdhdZfw,96000,3,50
0.844,0.225,0,-20.798,1,0.278,0.891,0.791,0.0953,0.749,80.079,audio_features,7vaNtfvQkaG9NSic2rhrH3,spotify:track:7vaNtfvQkaG9NSic2rhrH3,https://api.spotify.com/v1/tracks/7vaNtfvQkaG9NSic2rhrH3,https://api.spotify.com/v1/audio-analysis/7vaNtfvQkaG9NSic2rhrH3,58066,4,42
0.663,0.0251,2,-29.915,0,0.0292,0.937,0.884,0.0803,0.0822,77.009,audio_features,7LpiKAJpwzbVqPNBhincPD,spotify:track:7LpiKAJpwzbVqPNBhincPD,https://api.spotify.com/v1/tracks/7LpiKAJpwzbVqPNBhincPD,https://api.spotify.com/v1/audio-analysis/7LpiKAJpwzbVqPNBhincPD,137143,4,42
0.604,0.0593,9,-17.372,1,0.0443,0.949,0.926,0.104,0.0807,132.179,audio_features,48rD1oCPeNhKNmmk9M02jL,spotify:track:48rD1oCPeNhKNmmk9M02jL,https://api.spotify.com/v1/tracks/48rD1oCPeNhKNmmk9M02jL,https://api.spotify.com/v1/audio-analysis/48rD1oCPeNhKNmmk9M02jL,130328,3,42
0.886,0.137,5,-13.074,0,0.109,0.923,0.865,0.121,0.565,140.004,audio_features,6sN8hNfLvBLGPr7leeL9tR,spotify:track:6sN8hNfLvBLGPr7leeL9tR,https://api.spotify.com/v1/tracks/6sN8hNfLvBLGPr7leeL9tR,https://api.spotify.com/v1/audio-analysis/6sN8hNfLvBLGPr7leeL9tR,110152,4,42
0.69,0.122,0,-14.568,1,0.0597,0.899,0.932,0.099,0.317,146.082,audio_features,78WfketyVicKm5FjIUlnjU,spotify:track:78WfketyVicKm5FjIUlnjU,https://api.spotify.com/v1/tracks/78WfketyVicKm5FjIUlnjU,https://api.spotify.com/v1/audio-analysis/78WfketyVicKm5FjIUlnjU,152339,4,43
0.921,0.287,10,-10.859,0,0.137,0.805,0.84,0.104,0.679,132.181,audio_features,3YegC72pbwviu6fy5zbPh3,spotify:track:3YegC72pbwviu6fy5zbPh3,https://api.spotify.com/v1/tracks/3YegC72pbwviu6fy5zbPh3,https://api.spotify.com/v1/audio-analysis/3YegC72pbwviu6fy5zbPh3,166336,5,42
0.58,0.291,5,-11.605,0,0.0373,0.906,0.924,0.118,0.264,90.037,audio_features,1T4FNr8eF3p4iVaHrjBGho,spotify:track:1T4FNr8eF3p4iVaHrjBGho,https://api.spotify.com/v1/tracks/1T4FNr8eF3p4iVaHrjBGho,https://api.spotify.com/v1/audio-analysis/1T4FNr8eF3p4iVaHrjBGho,168000,4,42
0.82,0.169,8,-18.35,0,0.0496,0.981,0.954,0.0813,0.497,142.052,audio_features,4cAZWQZLlDXoHGYkTNMt4i,spotify:track:4cAZWQZLlDXoHGYkTNMt4i,https://api.spotify.com/v1/tracks/4cAZWQZLlDXoHGYkTNMt4i,https://api.spotify.com/v1/audio-analysis/4cAZWQZLlDXoHGYkTNMt4i,179155,4,42
0.512,0.106,5,-22.903,0,0.0324,0.912,0.912,0.128,0.145,159.993,audio_features,1Km3xwYKto5U2xdsPv8HTc,spotify:track:1Km3xwYKto5U2xdsPv8HTc,https://api.spotify.com/v1/tracks/1Km3xwYKto5U2xdsPv8HTc,https://api.spotify.com/v1/audio-analysis/1Km3xwYKto5U2xdsPv8HTc,162000,4,42
0.621,0.387,2,-8.419,1,0.0309,0.881,0.736,0.1,0.328,75.007,audio_features,46atmNl6nPzZuj6qAzBgpi,spotify:track:46atmNl6nPzZuj6qAzBgpi,https://api.spotify.com/v1/tracks/46atmNl6nPzZuj6qAzBgpi,https://api.spotify.com/v1/audio-analysis/46atmNl6nPzZuj6qAzBgpi,145600,4,41
0.529,0.232,7,-12.981,0,0.0324,0.906,0.897,0.0893,0.276,171.888,audio_features,7Bha2btgoPHzSwWwyzcTI8,spotify:track:7Bha2btgoPHzSwWwyzcTI8,https://api.spotify.com/v1/tracks/7Bha2btgoPHzSwWwyzcTI8,https://api.spotify.com/v1/audio-analysis/7Bha2btgoPHzSwWwyzcTI8,118221,4,43
0.815,0.238,3,-12.013,0,0.0748,0.695,0.95,0.127,0.287,139.967,audio_features,2z4t24jysAzffGRI99idTW,spotify:track:2z4t24jysAzffGRI99idTW,https://api.spotify.com/v1/tracks/2z4t24jysAzffGRI99idTW,https://api.spotify.com/v1/audio-analysis/2z4t24jysAzffGRI99idTW,140571,4,45
0.61,0.143,8,-17.467,1,0.107,0.899,0.886,0.123,0.451,87.018,audio_features,7McehAjzhS8bEprBvY9KDJ,spotify:track:7McehAjzhS8bEprBvY9KDJ,https://api.spotify.com/v1/tracks/7McehAjzhS8bEprBvY9KDJ,https://api.spotify.com/v1/audio-analysis/7McehAjzhS8bEprBvY9KDJ,118621,4,41
0.647,0.0895,5,-24.059,0,0.0451,0.933,0.929,0.107,0.0396,72.979,audio_features,1s8KFO2b6qhK94kzCc375G,spotify:track:1s8KFO2b6qhK94kzCc375G,https://api.spotify.com/v1/tracks/1s8KFO2b6qhK94kzCc375G,https://api.spotify.com/v1/audio-analysis/1s8KFO2b6qhK94kzCc375G,122055,4,60
0.693,0.259,5,-14.798,0,0.0915,0.289,0.706,0.117,0.63,74.987,audio_features,2J3SlUak8rUmbqQKLhVsrx,spotify:track:2J3SlUak8rUmbqQKLhVsrx,https://api.spotify.com/v1/tracks/2J3SlUak8rUmbqQKLhVsrx,https://api.spotify.com/v1/audio-analysis/2J3SlUak8rUmbqQKLhVsrx,115264,4,41
0.724,0.229,2,-12.269,1,0.0579,0.876,0.919,0.106,0.038,136.035,audio_features,2U6vFampiXQZtmOhNXz7dp,spotify:track:2U6vFampiXQZtmOhNXz7dp,https://api.spotify.com/v1/tracks/2U6vFampiXQZtmOhNXz7dp,https://api.spotify.com/v1/audio-analysis/2U6vFampiXQZtmOhNXz7dp,129882,4,54
0.766,0.124,0,-21.507,1,0.0495,0.726,0.947,0.077,0.165,75.013,audio_features,3YSMxn9PMuLn25EXyBplpd,spotify:track:3YSMxn9PMuLn25EXyBplpd,https://api.spotify.com/v1/tracks/3YSMxn9PMuLn25EXyBplpd,https://api.spotify.com/v1/audio-analysis/3YSMxn9PMuLn25EXyBplpd,153608,4,55
0.764,0.25,2,-15.282,0,0.0557,0.782,0.86,0.101,0.113,119.941,audio_features,5DgGR97f1mJVghYHiRIrpT,spotify:track:5DgGR97f1mJVghYHiRIrpT,https://api.spotify.com/v1/tracks/5DgGR97f1mJVghYHiRIrpT,https://api.spotify.com/v1/audio-analysis/5DgGR97f1mJVghYHiRIrpT,128000,4,40
0.437,0.171,8,-12.276,1,0.0746,0.127,0.692,0.102,0.149,166.817,audio_features,4KriQ58YghAOfx7ZnI5O2i,spotify:track:4KriQ58YghAOfx7ZnI5O2i,https://api.spotify.com/v1/tracks/4KriQ58YghAOfx7ZnI5O2i,https://api.spotify.com/v1/audio-analysis/4KriQ58YghAOfx7ZnI5O2i,135000,4,40
0.804,0.136,7,-17.155,0,0.063,0.909,0.897,0.118,0.0568,128.028,audio_features,7Glvm1A5eVOTgrKhkuJPG9,spotify:track:7Glvm1A5eVOTgrKhkuJPG9,https://api.spotify.com/v1/tracks/7Glvm1A5eVOTgrKhkuJPG9,https://api.spotify.com/v1/audio-analysis/7Glvm1A5eVOTgrKhkuJPG9,146438,4,43
0.696,0.141,11,-23.131,1,0.0628,0.847,0.885,0.098,0.148,110.025,audio_features,29aEQCuc0s6E0kcFreV46L,spotify:track:29aEQCuc0s6E0kcFreV46L,https://api.spotify.com/v1/tracks/29aEQCuc0s6E0kcFreV46L,https://api.spotify.com/v1/audio-analysis/29aEQCuc0s6E0kcFreV46L,122182,4,40
0.678,0.442,11,-8.376,0,0.0389,0.626,0.91,0.136,0.391,146.011,audio_features,2ygBMXjdbHL5hmYGznpoLp,spotify:track:2ygBMXjdbHL5hmYGznpoLp,https://api.spotify.com/v1/tracks/2ygBMXjdbHL5hmYGznpoLp,https://api.spotify.com/v1/audio-analysis/2ygBMXjdbHL5hmYGznpoLp,139726,4,40
0.569,0.332,10,-7.947,0,0.0277,0.233,0.942,0.112,0.292,136.079,audio_features,6yq6dvbTKnPu7KFbchVrTm,spotify:track:6yq6dvbTKnPu7KFbchVrTm,https://api.spotify.com/v1/tracks/6yq6dvbTKnPu7KFbchVrTm,https://api.spotify.com/v1/audio-analysis/6yq6dvbTKnPu7KFbchVrTm,155317,4,40
0.663,0.352,11,-14.67,0,0.0803,0.572,0.923,0.373,0.478,82.021,audio_features,6fkYSkZr3GAbPckhYXTA1Z,spotify:track:6fkYSkZr3GAbPckhYXTA1Z,https://api.spotify.com/v1/tracks/6fkYSkZr3GAbPckhYXTA1Z,https://api.spotify.com/v1/audio-analysis/6fkYSkZr3GAbPckhYXTA1Z,158049,4,39
0.768,0.323,9,-11.801,0,0.0277,0.765,0.836,0.108,0.431,139.908,audio_features,7JBZA48IlwHczdv4Tuxluv,spotify:track:7JBZA48IlwHczdv4Tuxluv,https://api.spotify.com/v1/tracks/7JBZA48IlwHczdv4Tuxluv,https://api.spotify.com/v1/audio-analysis/7JBZA48IlwHczdv4Tuxluv,140000,4,38
0.671,0.49,4,-12.75,1,0.0423,0.919,0.92,0.101,0.292,151.973,audio_features,2kQKAtga9QYY9RV4xO8huL,spotify:track:2kQKAtga9QYY9RV4xO8huL,https://api.spotify.com/v1/tracks/2kQKAtga9QYY9RV4xO8huL,https://api.spotify.com/v1/audio-analysis/2kQKAtga9QYY9RV4xO8huL,101760,4,37
0.577,0.0912,11,-16.305,0,0.0432,0.924,0.923,0.107,0.355,85.006,audio_features,2z97snT0H6GsFnJl9hvMEp,spotify:track:2z97snT0H6GsFnJl9hvMEp,https://api.spotify.com/v1/tracks/2z97snT0H6GsFnJl9hvMEp,https://api.spotify.com/v1/audio-analysis/2z97snT0H6GsFnJl9hvMEp,124500,4,37
0.531,0.277,0,-17.31,1,0.0334,0.896,0.905,0.0851,0.206,147.994,audio_features,1QpkRFytAoWxnfMrHegiLn,spotify:track:1QpkRFytAoWxnfMrHegiLn,https://api.spotify.com/v1/tracks/1QpkRFytAoWxnfMrHegiLn,https://api.spotify.com/v1/audio-analysis/1QpkRFytAoWxnfMrHegiLn,121622,4,39
0.885,0.329,0,-14.793,1,0.262,0.934,0.884,0.133,0.576,147.037,audio_features,4vkHWjfEG7l5gH72po5X6u,spotify:track:4vkHWjfEG7l5gH72po5X6u,https://api.spotify.com/v1/tracks/4vkHWjfEG7l5gH72po5X6u,https://api.spotify.com/v1/audio-analysis/4vkHWjfEG7l5gH72po5X6u,136085,4,39
0.606,0.124,10,-20.1,1,0.106,0.915,0.942,0.0943,0.066,77.979,audio_features,4As7GSrNZ9KdczyqSP3asZ,spotify:track:4As7GSrNZ9KdczyqSP3asZ,https://api.spotify.com/v1/tracks/4As7GSrNZ9KdczyqSP3asZ,https://api.spotify.com/v1/audio-analysis/4As7GSrNZ9KdczyqSP3asZ,123846,4,40
0.596,0.0701,10,-15.225,1,0.0365,0.757,0.818,0.119,0.167,60.009,audio_features,0u4KFxbNWmwT7FIEtB0R8Q,spotify:track:0u4KFxbNWmwT7FIEtB0R8Q,https://api.spotify.com/v1/tracks/0u4KFxbNWmwT7FIEtB0R8Q,https://api.spotify.com/v1/audio-analysis/0u4KFxbNWmwT7FIEtB0R8Q,145500,4,39
0.756,0.0859,0,-16.456,0,0.076,0.569,0.9,0.0933,0.2,80.028,audio_features,2dIc4fWog46D4dtdtmlaox,spotify:track:2dIc4fWog46D4dtdtmlaox,https://api.spotify.com/v1/tracks/2dIc4fWog46D4dtdtmlaox,https://api.spotify.com/v1/audio-analysis/2dIc4fWog46D4dtdtmlaox,211209,4,40
0.682,0.154,3,-14.511,1,0.145,0.935,0.937,0.0993,0.0397,79.998,audio_features,3bbzTSD6TSfjbn6kiWOogR,spotify:track:3bbzTSD6TSfjbn6kiWOogR,https://api.spotify.com/v1/tracks/3bbzTSD6TSfjbn6kiWOogR,https://api.spotify.com/v1/audio-analysis/3bbzTSD6TSfjbn6kiWOogR,109500,4,39
0.503,0.223,6,-18.86,1,0.0332,0.919,0.96,0.119,0.12,73.972,audio_features,0EPGaVpdeFYEEWm77ynjwL,spotify:track:0EPGaVpdeFYEEWm77ynjwL,https://api.spotify.com/v1/tracks/0EPGaVpdeFYEEWm77ynjwL,https://api.spotify.com/v1/audio-analysis/0EPGaVpdeFYEEWm77ynjwL,121358,4,43
0.723,0.333,1,-12.826,1,0.0504,0.869,0.949,0.113,0.103,140.048,audio_features,0sOSilCF5RocChd0YCh5cm,spotify:track:0sOSilCF5RocChd0YCh5cm,https://api.spotify.com/v1/tracks/0sOSilCF5RocChd0YCh5cm,https://api.spotify.com/v1/audio-analysis/0sOSilCF5RocChd0YCh5cm,155500,4,40
0.759,0.132,11,-22.401,1,0.037,0.964,0.96,0.0987,0.151,130.063,audio_features,6P9FFFGtO2xp71sYjO6Yq4,spotify:track:6P9FFFGtO2xp71sYjO6Yq4,https://api.spotify.com/v1/tracks/6P9FFFGtO2xp71sYjO6Yq4,https://api.spotify.com/v1/audio-analysis/6P9FFFGtO2xp71sYjO6Yq4,132923,4,45
0.75,0.135,8,-11.755,1,0.071,0.935,0.923,0.098,0.342,75.006,audio_features,1KfA7CY934KLIyML4sSPgw,spotify:track:1KfA7CY934KLIyML4sSPgw,https://api.spotify.com/v1/tracks/1KfA7CY934KLIyML4sSPgw,https://api.spotify.com/v1/audio-analysis/1KfA7CY934KLIyML4sSPgw,157219,4,41
0.592,0.264,1,-12.954,1,0.0433,0.736,0.281,0.118,0.323,135.902,audio_features,6KVQNDDIEqAoJ6ZteoNG7m,spotify:track:6KVQNDDIEqAoJ6ZteoNG7m,https://api.spotify.com/v1/tracks/6KVQNDDIEqAoJ6ZteoNG7m,https://api.spotify.com/v1/audio-analysis/6KVQNDDIEqAoJ6ZteoNG7m,127053,4,38
0.684,0.378,9,-12.869,1,0.0414,0.788,0.91,0.0977,0.327,128.127,audio_features,72qa1fzwLsm1dOeP9jSDmZ,spotify:track:72qa1fzwLsm1dOeP9jSDmZ,https://api.spotify.com/v1/tracks/72qa1fzwLsm1dOeP9jSDmZ,https://api.spotify.com/v1/audio-analysis/72qa1fzwLsm1dOeP9jSDmZ,122919,4,38
0.58,0.462,9,-11.707,0,0.037,0.659,0.677,0.102,0.074,83.018,audio_features,1kl3d9lcw2OaIx1I3JmfLS,spotify:track:1kl3d9lcw2OaIx1I3JmfLS,https://api.spotify.com/v1/tracks/1kl3d9lcw2OaIx1I3JmfLS,https://api.spotify.com/v1/audio-analysis/1kl3d9lcw2OaIx1I3JmfLS,179277,4,38
0.562,0.17,4,-13.14,0,0.0463,0.926,0.692,0.11,0.111,69.999,audio_features,29ZdsH6u53GwzmPeGpKyUv,spotify:track:29ZdsH6u53GwzmPeGpKyUv,https://api.spotify.com/v1/tracks/29ZdsH6u53GwzmPeGpKyUv,https://api.spotify.com/v1/audio-analysis/29ZdsH6u53GwzmPeGpKyUv,154286,4,39
0.633,0.163,7,-18.103,1,0.0328,0.913,0.868,0.165,0.113,115.981,audio_features,6I0ri5qtbwAl0STxMXuMZo,spotify:track:6I0ri5qtbwAl0STxMXuMZo,https://api.spotify.com/v1/tracks/6I0ri5qtbwAl0STxMXuMZo,https://api.spotify.com/v1/audio-analysis/6I0ri5qtbwAl0STxMXuMZo,178341,4,46
0.571,0.161,11,-17.511,0,0.0324,0.925,0.927,0.111,0.0528,139.889,audio_features,3gTqbgP4Kq4i1p27vCpiL8,spotify:track:3gTqbgP4Kq4i1p27vCpiL8,https://api.spotify.com/v1/tracks/3gTqbgP4Kq4i1p27vCpiL8,https://api.spotify.com/v1/audio-analysis/3gTqbgP4Kq4i1p27vCpiL8,106286,4,41
0.709,0.146,10,-18.883,0,0.0342,0.492,0.904,0.126,0.192,90.065,audio_features,3O1LaaHCHuombngwVBOOlE,spotify:track:3O1LaaHCHuombngwVBOOlE,https://api.spotify.com/v1/tracks/3O1LaaHCHuombngwVBOOlE,https://api.spotify.com/v1/audio-analysis/3O1LaaHCHuombngwVBOOlE,133736,4,41
0.839,0.153,7,-14.561,1,0.237,0.148,0.874,0.146,0.329,142.008,audio_features,0VOuTIdSvi1JdrbUA79hLs,spotify:track:0VOuTIdSvi1JdrbUA79hLs,https://api.spotify.com/v1/tracks/0VOuTIdSvi1JdrbUA79hLs,https://api.spotify.com/v1/audio-analysis/0VOuTIdSvi1JdrbUA79hLs,141972,4,40
0.592,0.304,2,-10.589,0,0.207,0.967,0.922,0.105,0.443,69.109,audio_features,5lxMPRkYu1S9q9lbjMBRFU,spotify:track:5lxMPRkYu1S9q9lbjMBRFU,https://api.spotify.com/v1/tracks/5lxMPRkYu1S9q9lbjMBRFU,https://api.spotify.com/v1/audio-analysis/5lxMPRkYu1S9q9lbjMBRFU,130652,4,38
0.593,0.621,8,-9.602,1,0.0326,0.00921,0.91,0.114,0.711,169.661,audio_features,2GMsAl86ZMn6G057Rpah0n,spotify:track:2GMsAl86ZMn6G057Rpah0n,https://api.spotify.com/v1/tracks/2GMsAl86ZMn6G057Rpah0n,https://api.spotify.com/v1/audio-analysis/2GMsAl86ZMn6G057Rpah0n,90353,4,46
0.678,0.324,7,-12.405,1,0.0333,0.874,0.935,0.14,0.307,160.026,audio_features,1XlLmcGawSaHSysOg5YPbq,spotify:track:1XlLmcGawSaHSysOg5YPbq,https://api.spotify.com/v1/tracks/1XlLmcGawSaHSysOg5YPbq,https://api.spotify.com/v1/audio-analysis/1XlLmcGawSaHSysOg5YPbq,157272,4,42
0.66,0.177,1,-19.726,1,0.0584,0.884,0.92,0.0794,0.77,78.014,audio_features,5u6VZLh8SRuyuCRm6QAaDE,spotify:track:5u6VZLh8SRuyuCRm6QAaDE,https://api.spotify.com/v1/tracks/5u6VZLh8SRuyuCRm6QAaDE,https://api.spotify.com/v1/audio-analysis/5u6VZLh8SRuyuCRm6QAaDE,123077,4,38
0.662,0.361,2,-15.571,0,0.146,0.915,0.884,0.107,0.197,82.617,audio_features,59bssvn3WWvm7n8HlVDOuJ,spotify:track:59bssvn3WWvm7n8HlVDOuJ,https://api.spotify.com/v1/tracks/59bssvn3WWvm7n8HlVDOuJ,https://api.spotify.com/v1/audio-analysis/59bssvn3WWvm7n8HlVDOuJ,116364,4,38
0.667,0.379,5,-7.411,1,0.142,0.938,0.906,0.0995,0.537,180.02,audio_features,4Gd2D4u0EJvg6FZfyuCLmv,spotify:track:4Gd2D4u0EJvg6FZfyuCLmv,https://api.spotify.com/v1/tracks/4Gd2D4u0EJvg6FZfyuCLmv,https://api.spotify.com/v1/audio-analysis/4Gd2D4u0EJvg6FZfyuCLmv,106667,4,37
0.706,0.239,5,-12.889,1,0.0313,0.904,0.842,0.113,0.217,142.013,audio_features,1MbYPlwWJJ5xYeBt3Yv186,spotify:track:1MbYPlwWJJ5xYeBt3Yv186,https://api.spotify.com/v1/tracks/1MbYPlwWJJ5xYeBt3Yv186,https://api.spotify.com/v1/audio-analysis/1MbYPlwWJJ5xYeBt3Yv186,141199,4,40
0.684,0.224,5,-18.082,1,0.0428,0.0908,0.914,0.106,0.182,108.032,audio_features,79FvTJvLURJtsgbaD0JbEx,spotify:track:79FvTJvLURJtsgbaD0JbEx,https://api.spotify.com/v1/tracks/79FvTJvLURJtsgbaD0JbEx,https://api.spotify.com/v1/audio-analysis/79FvTJvLURJtsgbaD0JbEx,168333,4,37
0.756,0.378,9,-16.682,0,0.053,0.141,0.49,0.128,0.17,140.002,audio_features,09NBdMpEm7J661F6XVo1SD,spotify:track:09NBdMpEm7J661F6XVo1SD,https://api.spotify.com/v1/tracks/09NBdMpEm7J661F6XVo1SD,https://api.spotify.com/v1/audio-analysis/09NBdMpEm7J661F6XVo1SD,123500,4,38
0.641,0.292,0,-11.854,1,0.0376,0.293,0.784,0.0659,0.353,79.996,audio_features,3wlyyrrECCUY4NHrzTuiMc,spotify:track:3wlyyrrECCUY4NHrzTuiMc,https://api.spotify.com/v1/tracks/3wlyyrrECCUY4NHrzTuiMc,https://api.spotify.com/v1/audio-analysis/3wlyyrrECCUY4NHrzTuiMc,104562,4,38
0.608,0.313,4,-16.276,0,0.0377,0.876,0.922,0.248,0.202,79.92,audio_features,139uZo8dlYHgVyMYN6bSXA,spotify:track:139uZo8dlYHgVyMYN6bSXA,https://api.spotify.com/v1/tracks/139uZo8dlYHgVyMYN6bSXA,https://api.spotify.com/v1/audio-analysis/139uZo8dlYHgVyMYN6bSXA,171333,4,37
0.409,0.213,11,-13.748,0,0.034,0.594,0.928,0.108,0.062,167.39,audio_features,4ZJFDEerMptTZzIbHQqnsi,spotify:track:4ZJFDEerMptTZzIbHQqnsi,https://api.spotify.com/v1/tracks/4ZJFDEerMptTZzIbHQqnsi,https://api.spotify.com/v1/audio-analysis/4ZJFDEerMptTZzIbHQqnsi,121091,3,40
0.783,0.466,0,-8.484,1,0.184,0.908,0.896,0.114,0.434,85.041,audio_features,7rc25QCtoWgpMoS5QKXPhr,spotify:track:7rc25QCtoWgpMoS5QKXPhr,https://api.spotify.com/v1/tracks/7rc25QCtoWgpMoS5QKXPhr,https://api.spotify.com/v1/audio-analysis/7rc25QCtoWgpMoS5QKXPhr,99882,4,45
0.647,0.186,9,-18.718,0,0.031,0.851,0.886,0.101,0.2,80.008,audio_features,6YsXDpB5gqbNZiAIn8T4Ty,spotify:track:6YsXDpB5gqbNZiAIn8T4Ty,https://api.spotify.com/v1/tracks/6YsXDpB5gqbNZiAIn8T4Ty,https://api.spotify.com/v1/audio-analysis/6YsXDpB5gqbNZiAIn8T4Ty,147000,4,42
0.615,0.345,0,-14.387,1,0.0467,0.811,0.864,0.0955,0.252,150.106,audio_features,7feSrht6OcaDya6Un742qQ,spotify:track:7feSrht6OcaDya6Un742qQ,https://api.spotify.com/v1/tracks/7feSrht6OcaDya6Un742qQ,https://api.spotify.com/v1/audio-analysis/7feSrht6OcaDya6Un742qQ,110940,4,37
